source,target,weight,source_freq,target_freq
Antimanic Agents,East Asian People,1,3,4
Bipolar Disorder,"Dose-Response Relationship, Drug",1,3,12
Bipolar Disorder,East Asian People,1,3,4
"Dose-Response Relationship, Drug",Valproic Acid,1,12,3
East Asian People,Valproic Acid,1,4,3
Olanzapine,Positron-Emission Tomography,1,9,3
Positron-Emission Tomography,Risperidone,1,3,11
Schizophrenia,Sulpiride,1,24,2
Haloperidol,Positron-Emission Tomography,1,5,3
Benzodiazepines,Positron-Emission Tomography,1,8,3
Autism Spectrum Disorder,antipsychotics,1,2,7
Weight Gain,antipsychotics,1,2,7
Autism Spectrum Disorder,adverse effects,1,2,11
Weight Gain,adverse effects,1,2,11
Autism Spectrum Disorder,drug therapy,1,2,34
Weight Gain,drug therapy,1,2,34
pharmacology,therapeutic drug monitoring,1,7,11
Quinolones,therapeutic drug monitoring,1,25,11
Cytochrome P-450 CYP2D6,therapeutic drug monitoring,1,7,11
Cytochrome P-450 CYP2D6,pharmacology,1,7,7
Amisulpride,Schizophrenia,1,2,24
Clozapine,Positron-Emission Tomography,1,5,3
Clozapine,adverse effects,1,5,11
Haloperidol,adverse effects,1,5,11
Prolactin,adverse effects,1,3,11
Schizophrenic Psychology,adverse effects,1,2,11
Clozapine,blood,1,5,40
blood,chemically induced,1,40,2
chemically induced,therapeutic use,1,2,27
Prolactin,therapeutic use,1,3,27
Schizophrenic Psychology,therapeutic use,1,2,27
Benzodiazepines,drug effects,1,8,4
Benzodiazepines,chemically induced,1,8,2
Benzodiazepines,"Drug Therapy, Combination",1,8,3
Dried Blood Spot Testing,Risperidone,1,2,11
Benzodiazepines,Schizophrenic Psychology,1,8,2
Clozapine,drug effects,1,5,4
chemically induced,drug effects,1,2,4
"Drug Therapy, Combination",drug effects,1,3,4
Prolactin,drug effects,1,3,4
Risperidone,drug effects,1,11,4
Clozapine,chemically induced,1,5,2
Clozapine,"Drug Therapy, Combination",1,5,3
Clozapine,Prolactin,1,5,3
Clozapine,Schizophrenic Psychology,1,5,2
"Drug Therapy, Combination",chemically induced,1,3,2
Haloperidol,chemically induced,1,5,2
Olanzapine,chemically induced,1,9,2
Benzodiazepines,Prolactin,1,8,3
Antipsychotic,Delayed-Action Preparations,1,3,3
Antipsychotic,Drug Administration Schedule,1,3,2
Antipsychotic,Drug Monitoring,1,3,26
Antipsychotic,Piperazines,1,3,26
Antipsychotic,blood,1,3,40
Antipsychotic,Quinolones,1,3,25
Antipsychotic,drug therapy,1,3,34
Antipsychotic Agents,long-acting injectable,1,54,2
administration & dosage,long-acting injectable,1,11,2
adverse effects,long-acting injectable,1,11,2
Aripiprazole,long-acting injectable,1,46,2
Delayed-Action Preparations,long-acting injectable,1,3,2
Drug Administration Schedule,long-acting injectable,1,2,2
adverse effects,drug effects,1,11,4
long-acting injectable,methods,1,2,22
Piperazines,long-acting injectable,1,26,2
blood,long-acting injectable,1,40,2
Quinolones,long-acting injectable,1,25,2
drug therapy,long-acting injectable,1,34,2
Delayed-Action Preparations,Drug Monitoring,1,3,26
Delayed-Action Preparations,methods,1,3,22
Delayed-Action Preparations,Piperazines,1,3,26
Delayed-Action Preparations,Quinolones,1,3,25
Drug Administration Schedule,Drug Monitoring,1,2,26
Drug Administration Schedule,methods,1,2,22
Drug Administration Schedule,Piperazines,1,2,26
Drug Administration Schedule,Quinolones,1,2,25
Drug Monitoring,long-acting injectable,1,26,2
Aripiprazole,Valproic Acid,1,46,3
Antimanic Agents,administration & dosage,1,3,11
Antimanic Agents,"Drug Therapy, Combination",1,3,3
Bipolar Disorder,administration & dosage,1,3,11
"Drug Therapy, Combination",administration & dosage,1,3,11
Valproic Acid,administration & dosage,1,3,11
Bipolar Disorder,pharmacology,1,3,7
"Drug Therapy, Combination",pharmacology,1,3,7
Valproic Acid,pharmacology,1,3,7
Bipolar Disorder,Piperazines,1,3,26
Bipolar Disorder,Quinolones,1,3,25
"Drug Therapy, Combination",Piperazines,1,3,26
Prolactin,chemically induced,1,3,2
"Drug Therapy, Combination",Valproic Acid,1,3,3
Piperazines,Valproic Acid,1,26,3
Quinolones,Valproic Acid,1,25,3
Asian People,Haloperidol,1,5,5
Haloperidol,genetics,1,5,6
"ATP Binding Cassette Transporter, Subfamily B",therapeutic use,1,2,27
"ATP Binding Cassette Transporter, Subfamily B",Asian People,1,2,5
"ATP Binding Cassette Transporter, Subfamily B","Polymorphism, Genetic",1,2,2
"ATP Binding Cassette Transporter, Subfamily B",Schizophrenia,1,2,24
"ATP Binding Cassette Transporter, Subfamily B",drug therapy,1,2,34
"Polymorphism, Genetic",metabolism,1,2,18
"Polymorphism, Genetic",blood,1,2,40
"Polymorphism, Genetic",therapeutic use,1,2,27
"Drug Therapy, Combination",Quinolones,1,3,25
Risperidone,chemically induced,1,11,2
Schizophrenic Psychology,chemically induced,1,2,2
"Drug Therapy, Combination",Haloperidol,1,3,5
"Drug Therapy, Combination",Olanzapine,1,3,9
"Drug Therapy, Combination",Prolactin,1,3,3
"Drug Therapy, Combination",Risperidone,1,3,11
"Drug Therapy, Combination",Schizophrenia,1,3,24
"Drug Therapy, Combination",Schizophrenic Psychology,1,3,2
Haloperidol,Prolactin,1,5,3
Olanzapine,Prolactin,1,9,3
Prolactin,Risperidone,1,3,11
Prolactin,Schizophrenic Psychology,1,3,2
Risperidone,Schizophrenic Psychology,1,11,2
Aripiprazole,Bipolar Disorder,1,46,3
Fluoxetine,pharmacology,1,2,7
Risperidone,pharmacology,1,11,7
Fluoxetine,drug therapy,1,2,34
Fluoxetine,administration & dosage,1,2,11
Risperidone,administration & dosage,1,11,11
Delayed-Action Preparations,Drug Interactions,1,3,6
Delayed-Action Preparations,Fluoxetine,1,3,2
Delayed-Action Preparations,Risperidone,1,3,11
Fluoxetine,pharmacokinetics,1,2,32
"Dose-Response Relationship, Drug",Fluoxetine,1,12,2
"Dose-Response Relationship, Drug",Risperidone,1,12,11
Drug Interactions,Fluoxetine,1,6,2
Drug Interactions,Risperidone,1,6,11
Delayed-Action Preparations,pharmacology,1,3,7
Limit of Detection,Olanzapine,1,3,9
Limit of Detection,Paliperidone Palmitate,1,3,4
Limit of Detection,Reference Values,1,3,2
Limit of Detection,Tandem Mass Spectrometry,1,3,11
Olanzapine,Reference Values,1,9,2
Paliperidone Palmitate,Reference Values,1,4,2
Piperazines,Reference Values,1,26,2
Reference Values,Tandem Mass Spectrometry,1,2,11
Olanzapine,antipsychotics,1,9,7
Quetiapine,antipsychotics,1,2,7
Benzodiazepines,antipsychotics,1,8,7
antipsychotics,methods,1,7,22
Antipsychotic,adverse effects,1,3,11
Quetiapine Fumarate,antipsychotics,1,3,7
Schizophrenia,antipsychotics,1,24,7
Olanzapine,paliperidone,1,9,2
Olanzapine,metabolism,1,9,18
Quetiapine,paliperidone,1,2,2
Antipsychotic Agents,paliperidone,1,54,2
adverse effects,paliperidone,1,11,2
blood,paliperidone,1,40,2
paliperidone,pharmacokinetics,1,2,32
methods,paliperidone,1,22,2
metabolism,paliperidone,1,18,2
Paliperidone Palmitate,paliperidone,1,4,2
Quetiapine Fumarate,paliperidone,1,3,2
Paliperidone Palmitate,antipsychotics,1,4,7
Dopamine D2 Receptor Antagonists,therapeutic drug monitoring,1,2,11
"Dose-Response Relationship, Drug",therapeutic drug monitoring,1,12,11
Dopamine D2 Receptor Antagonists,pharmacokinetics,1,2,32
Dopamine D2 Receptor Antagonists,therapeutic use,1,2,27
Dopamine D2 Receptor Antagonists,metabolism,1,2,18
Dopamine D2 Receptor Antagonists,"Dose-Response Relationship, Drug",1,2,12
Dopamine D2 Receptor Antagonists,Drug Monitoring,1,2,26
UPLC-MS/MS,therapeutic drug monitoring,1,2,11
Benzodiazepines,UPLC-MS/MS,1,8,2
UPLC-MS/MS,methods,1,2,22
Limit of Detection,UPLC-MS/MS,1,3,2
Olanzapine,UPLC-MS/MS,1,9,2
Paliperidone Palmitate,UPLC-MS/MS,1,4,2
Drug Monitoring,Paliperidone Palmitate,1,26,4
Reference Values,UPLC-MS/MS,1,2,2
"Chromatography, High Pressure Liquid",therapeutic drug monitoring,1,8,11
methods,therapeutic drug monitoring,1,22,11
Limit of Detection,therapeutic drug monitoring,1,3,11
Paliperidone Palmitate,therapeutic drug monitoring,1,4,11
Reference Values,therapeutic drug monitoring,1,2,11
Antipsychotic Agents,Reference Values,1,54,2
Aripiprazole,Reference Values,1,46,2
Benzodiazepines,"Chromatography, High Pressure Liquid",1,8,8
Benzodiazepines,Limit of Detection,1,8,3
Benzodiazepines,Reference Values,1,8,2
"Chromatography, High Pressure Liquid",Olanzapine,1,8,9
"Chromatography, High Pressure Liquid",Paliperidone Palmitate,1,8,4
Piperazines,UPLC-MS/MS,1,26,2
Antidepressive Agents,Double-Blind Method,1,4,2
Antidepressive Agents,"Drug Therapy, Combination",1,4,3
Bipolar Disorder,adverse effects,1,3,11
Double-Blind Method,adverse effects,1,2,11
Bipolar Disorder,Double-Blind Method,1,3,2
Double-Blind Method,"Drug Therapy, Combination",1,2,3
Limit of Detection,Psychotropic Drugs,1,3,4
Psychotropic Drugs,analysis,1,4,4
Psychotropic Drugs,chemistry,1,4,9
Psychotropic Drugs,Saliva,1,4,3
"Chromatography, High Pressure Liquid",Saliva,1,8,3
Limit of Detection,instrumentation,1,3,3
analysis,instrumentation,1,4,3
Schizophrenia,paliperidone,1,24,2
Saliva,instrumentation,1,3,3
Limit of Detection,Mass Spectrometry,1,3,3
Limit of Detection,analysis,1,3,4
Limit of Detection,chemistry,1,3,9
Limit of Detection,Saliva,1,3,3
Mass Spectrometry,analysis,1,3,4
Mass Spectrometry,chemistry,1,3,9
Mass Spectrometry,Saliva,1,3,3
Saliva,blood,1,3,40
Quetiapine Fumarate,therapeutic drug monitoring,1,3,11
Quetiapine Fumarate,therapeutic use,1,3,27
Drug Monitoring,Quetiapine Fumarate,1,26,3
Antipsychotic,administration & dosage,1,3,11
chemistry,instrumentation,1,9,3
drug therapy,paliperidone,1,34,2
Quetiapine,adverse effects,1,2,11
Quetiapine,blood,1,2,40
Benzodiazepines,Quetiapine,1,8,2
Quetiapine,metabolism,1,2,18
Paliperidone Palmitate,Quetiapine,1,4,2
Quetiapine,Quetiapine Fumarate,1,2,3
Risperidone,metabolism,1,11,18
Paliperidone Palmitate,adverse effects,1,4,11
Quetiapine Fumarate,adverse effects,1,3,11
Paliperidone Palmitate,pharmacokinetics,1,4,32
Benzodiazepines,metabolism,1,8,18
Paliperidone Palmitate,metabolism,1,4,18
Antidepressive Agents,drug therapy,1,4,34
Paliperidone Palmitate,drug therapy,1,4,34
Quetiapine Fumarate,Schizophrenia,1,3,24
Quetiapine Fumarate,drug therapy,1,3,34
Anticonvulsants,Antidepressive Agents,1,2,4
Anticonvulsants,adverse effects,1,2,11
Anticonvulsants,Double-Blind Method,1,2,2
Anticonvulsants,"Drug Therapy, Combination",1,2,3
Antidepressive Agents,pharmacokinetics,1,4,32
Double-Blind Method,pharmacokinetics,1,2,32
Antidepressive Agents,therapeutic use,1,4,27
Double-Blind Method,therapeutic use,1,2,27
Antidepressive Agents,adverse effects,1,4,11
Antidepressive Agents,Bipolar Disorder,1,4,3
Quetiapine Fumarate,metabolism,1,3,18
