source,target,weight,source_freq,target_freq
Antineoplastic Agents,Neoplasms,3,36,3
Molecular Targeted Therapy,drug therapy,3,5,65
Chemotherapy,Pyrimidines,3,4,71
Drug-Related Side Effects and Adverse Reactions,drug therapy,3,3,65
Indoles,Stroke Volume,3,69,3
antagonists & inhibitors,heart failure,3,18,31
Cardiotoxicity,physiopathology,3,47,4
administration & dosage,chemically induced,3,9,26
Neoplasms,drug therapy,3,3,65
Neoplasms,chemically induced,3,3,26
cardio-oncology,chemically induced,3,11,26
Antineoplastic Agents,targeted therapy,3,36,6
cardio-oncology,etiology,3,11,20
Cardiotoxicity,targeted therapy,3,47,6
Cardiotoxicity,Molecular Targeted Therapy,3,47,5
Aniline Compounds,"Cell Line, Tumor",3,69,4
"Drug Resistance, Neoplasm",NSCLC,3,6,13
Chemotherapy,Indoles,3,4,69
Republic of Korea,pathology,3,4,30
Afatinib,Antineoplastic Agents,3,7,36
Adenocarcinoma of Lung,Indoles,3,5,69
Adenocarcinoma of Lung,Pyrimidines,3,5,71
adverse effects,physiopathology,3,51,4
Cardiotoxicity,Chemotherapy,3,47,4
Chemotherapy,drug therapy,3,4,65
Chemotherapy,genetics,3,4,44
Cardiovascular Diseases,Lung Neoplasms,3,4,66
Antineoplastic Agents,Gefitinib,3,36,4
"Cell Line, Tumor",ErbB Receptors,3,4,53
Acrylamides,physiopathology,3,70,4
Acrylamides,Stroke Volume,3,70,3
ErbB Receptors,Heart Diseases,3,53,9
"Carcinoma, Non-Small-Cell Lung",Lazertinib,3,59,4
ErbB Receptors,Lazertinib,3,53,4
Aniline Compounds,physiopathology,3,69,4
Aniline Compounds,Stroke Volume,3,69,3
Cardiovascular Diseases,epidemiology,3,4,16
Cardiovascular Diseases,genetics,3,4,44
Lazertinib,Lung Neoplasms,3,4,66
Antineoplastic Agents,Tyrosine Kinase Inhibitors,3,36,8
Lazertinib,Mutation,3,4,39
Tyrosine kinase inhibitor,lung cancer,3,8,21
Mitochondria,etiology,3,3,20
Cardiotoxicity,Mitochondria,3,47,3
Osimertinib,Torsade de Pointes,3,82,3
"Myocytes, Cardiac",Protein Kinase Inhibitors,3,10,49
"Databases, Factual",adverse effects,3,3,51
Induced Pluripotent Stem Cells,pharmacology,3,5,18
Antineoplastic Agents,"Drug Resistance, Neoplasm",3,36,6
Case report,Osimertinib,3,7,82
Exons,genetics,3,3,44
Adenocarcinoma of Lung,pathology,3,5,30
Exons,Lung Neoplasms,3,3,66
Adenocarcinoma of Lung,"Carcinoma, Non-Small-Cell Lung",3,5,59
"Carcinoma, Non-Small-Cell Lung",Exons,3,59,3
chemically induced,drug effects,3,26,14
Stroke Volume,chemically induced,3,3,26
Adenocarcinoma of Lung,Aniline Compounds,3,5,69
Adverse Drug Reaction Reporting Systems,Protein Kinase Inhibitors,3,6,49
Pharmacovigilance,Protein Kinase Inhibitors,3,8,49
Gefitinib,Protein Kinase Inhibitors,3,4,49
Pyrimidines,physiopathology,3,71,4
Pyrimidines,Stroke Volume,3,71,3
"Neoplasm Recurrence, Local",Protein Kinase Inhibitors,3,6,49
Mutation,lung cancer,3,39,21
Adenocarcinoma of Lung,genetics,3,5,44
Adverse events,"Aged, 80 and over",3,5,17
Adverse events,Indoles,3,5,69
Heart Diseases,Risk Assessment,3,9,4
Acrylamides,Exons,3,70,3
Exons,Indoles,3,3,69
Exons,Pyrimidines,3,3,71
Afatinib,Gefitinib,3,7,4
ErbB Receptors,Gefitinib,3,53,4
Aniline Compounds,Chemotherapy,3,69,4
Acrylamides,Chemotherapy,3,70,4
Adverse events,Pyrimidines,3,5,71
Incidence,Osimertinib,3,4,82
Gefitinib,Indoles,3,4,69
Aniline Compounds,Gefitinib,3,69,4
EGFR,adverse effects,3,11,51
Acrylamides,Adverse events,3,70,5
Risk Assessment,chemically induced,3,4,26
Gefitinib,adverse effects,3,4,51
Gefitinib,Pyrimidines,3,4,71
Acrylamides,Gefitinib,3,70,4
Afatinib,Osimertinib,3,7,82
Afatinib,therapeutic use,3,7,36
Lung,drug therapy,3,3,65
Acrylamides,cardio-oncology,3,70,11
"Carcinoma, Non-Small-Cell Lung",Cardiovascular Diseases,3,59,4
genetics,mortality,3,44,5
Chemotherapy,ErbB Receptors,3,4,53
Incidence,etiology,3,4,20
drug effects,heart failure,3,14,31
Stroke Volume,heart failure,3,3,31
Indoles,physiopathology,3,69,4
Exons,drug therapy,3,3,65
"Drug Resistance, Neoplasm",antagonists & inhibitors,3,6,18
Protein Kinase Inhibitors,Tyrosine kinase inhibitor,3,49,8
Cardiotoxicity,Stroke Volume,3,47,3
heart failure,pathology,3,31,30
Antineoplastic Combined Chemotherapy Protocols,pathology,3,4,30
ErbB Receptors,"Myocytes, Cardiac",3,53,10
Antineoplastic Combined Chemotherapy Protocols,Lung Neoplasms,3,4,66
Antineoplastic Combined Chemotherapy Protocols,ErbB Receptors,3,4,53
Aniline Compounds,Exons,3,69,3
Risk Assessment,diagnosis,3,4,15
Adenocarcinoma of Lung,Mutation,3,5,39
Exons,Mutation,3,3,39
Acrylamides,Adenocarcinoma of Lung,3,70,5
Adenocarcinoma of Lung,ErbB Receptors,3,5,53
ErbB Receptors,Exons,3,53,3
Adenocarcinoma of Lung,Protein Kinase Inhibitors,3,5,49
Antineoplastic Combined Chemotherapy Protocols,"Carcinoma, Non-Small-Cell Lung",3,4,59
Antineoplastic Combined Chemotherapy Protocols,genetics,3,4,44
Lazertinib,Protein Kinase Inhibitors,3,4,49
Antineoplastic Combined Chemotherapy Protocols,Mutation,3,4,39
Mutation,administration & dosage,3,39,9
Lazertinib,Pyrimidines,3,4,71
"Carcinoma, Non-Small-Cell Lung",cardio-oncology,3,59,11
Pyrimidines,cardio-oncology,3,71,11
Indoles,Republic of Korea,3,69,4
Neoplasms,adverse effects,3,3,51
etiology,targeted therapy,3,20,6
Protein Kinase Inhibitors,Survival Rate,3,49,4
Cardiovascular Diseases,ErbB Receptors,3,4,53
Survival Rate,pathology,3,4,30
Survival Rate,therapeutic use,3,4,36
Adverse events,Aniline Compounds,3,5,69
Indoles,cardio-oncology,3,69,11
Indoles,non-small cell lung cancer,3,69,19
Molecular Targeted Therapy,etiology,3,5,20
Osimertinib,real-world data,3,82,3
Osimertinib,Republic of Korea,3,82,4
Republic of Korea,drug therapy,3,4,65
Acrylamides,Republic of Korea,3,70,4
Aniline Compounds,Republic of Korea,3,69,4
ErbB Receptors,T790M,3,53,3
Lung Neoplasms,T790M,3,66,3
Pyrimidines,epidermal growth factor receptor,3,71,10
Mutation,non-small cell lung cancer,3,39,19
Mutation,T790M,3,39,3
Afatinib,"Carcinoma, Non-Small-Cell Lung",3,7,59
drug therapy,non-small cell lung cancer,3,65,19
Aniline Compounds,cardio-oncology,3,69,11
Cardiotoxicity,Incidence,3,47,4
Lazertinib,Osimertinib,3,4,82
Cardiotoxicity,Cardiovascular Diseases,3,47,4
Molecular Targeted Therapy,genetics,3,5,44
Molecular Targeted Therapy,Protein Kinase Inhibitors,3,5,49
Lung,Pyrimidines,3,3,71
Adverse events,Osimertinib,3,5,82
ErbB Receptors,Lung,3,53,3
ErbB Receptors,Neoplasm Staging,3,53,3
"Aged, 80 and over",Neoplasm Staging,3,17,3
Long QT Syndrome,diagnosis,3,5,15
Electrocardiography,Long QT Syndrome,3,3,5
Electrocardiography,etiology,3,3,20
Neoplasm Staging,epidemiology,3,3,16
ErbB Receptors,targeted therapy,3,53,6
Pyrimidines,targeted therapy,3,71,6
Long QT Syndrome,etiology,3,5,20
NSCLC,etiology,3,13,20
Mutation,mortality,3,39,5
chemically induced,lung cancer,3,26,21
Cardiotoxicity,Long QT Syndrome,3,47,5
"Carcinoma, Non-Small-Cell Lung",Neoplasm Staging,3,59,3
Lung Neoplasms,Neoplasm Staging,3,66,3
Meta-analysis,Osimertinib,3,3,82
Adenocarcinoma of Lung,drug therapy,3,5,65
Acrylamides,non-small cell lung cancer,3,70,19
adverse effects,non-small cell lung cancer,3,51,19
Aniline Compounds,non-small cell lung cancer,3,69,19
Atrial Fibrillation,diagnosis,3,3,15
Atrial Fibrillation,adverse effects,3,3,51
Electrocardiography,diagnosis,3,3,15
Electrocardiography,adverse effects,3,3,51
Acrylamides,Lung,3,70,3
Aniline Compounds,Lung,3,69,3
Tyrosine Kinase Inhibitors,etiology,3,8,20
Tyrosine Kinase Inhibitors,therapeutic use,3,8,36
etiology,pharmacology,3,20,18
Tyrosine Kinase Inhibitors,pharmacology,3,8,18
"Cell Line, Tumor",pharmacology,3,4,18
"Aged, 80 and over","Neoplasm Recurrence, Local",3,17,6
Non–small cell lung cancer,Protein Kinase Inhibitors,3,4,49
"Aged, 80 and over",etiology,3,17,20
"Aged, 80 and over",diagnosis,3,17,15
Cardiotoxicity,Tyrosine Kinase Inhibitors,3,47,8
Tyrosine kinase inhibitor,heart failure,3,8,31
"Myocytes, Cardiac",heart failure,3,10,31
Tyrosine Kinase Inhibitors,epidemiology,3,8,16
pathology,toxicity,3,30,4
Protein Kinase Inhibitors,epidermal growth factor receptor,3,49,10
Indoles,Lung,3,69,3
Osimertinib,toxicity,3,82,4
Induced Pluripotent Stem Cells,Osimertinib,3,5,82
"Myocytes, Cardiac",chemically induced,3,10,26
drug effects,therapeutic use,3,14,36
Signal Transduction,pathology,3,3,30
Signal Transduction,genetics,3,3,44
"Aged, 80 and over",Disease Progression,3,17,3
EGFR,Mutation,3,11,39
cardio-oncology,heart failure,3,11,31
"Myocytes, Cardiac",genetics,3,10,44
"Carcinoma, Non-Small-Cell Lung",epidermal growth factor receptor,3,59,10
ErbB Receptors,epidermal growth factor receptor,3,53,10
Lung Neoplasms,epidermal growth factor receptor,3,66,10
Mutation,epidermal growth factor receptor,3,39,10
Erlotinib Hydrochloride,Pyrimidines,3,3,71
Erlotinib Hydrochloride,Indoles,3,3,69
Aniline Compounds,Erlotinib Hydrochloride,3,69,3
Adverse Drug Reaction Reporting Systems,epidemiology,3,6,16
Pharmacovigilance,epidemiology,3,8,16
epidemiology,heart failure,3,16,31
ErbB Receptors,Erlotinib Hydrochloride,3,53,3
"Carcinoma, Non-Small-Cell Lung",Heart Diseases,3,59,9
Disease Progression,Lung Neoplasms,3,3,66
Disease Progression,Mutation,3,3,39
"Disease Models, Animal",metabolism,3,3,16
"Drug Resistance, Neoplasm",Mutation,3,6,39
"Myocytes, Cardiac",toxicity,3,10,4
Adenocarcinoma,Cardiotoxicity,3,6,47
Osimertinib,Survival Rate,3,82,4
Mitochondria,adverse effects,3,3,51
antagonists & inhibitors,lung cancer,3,18,21
Disease Progression,Indoles,3,3,69
Disease Progression,Pyrimidines,3,3,71
Osimertinib,"TKI, tyrosine kinase inhibitor",3,82,3
adverse effects,mortality,3,51,5
Antineoplastic Agents,"Databases, Factual",3,36,3
Cardiotoxicity,Case report,3,47,7
Case report,heart failure,3,7,31
Antineoplastic Combined Chemotherapy Protocols,therapeutic use,3,4,36
"Cell Line, Tumor",metabolism,3,4,16
"Cell Line, Tumor",Pyrimidines,3,4,71
"Cell Line, Tumor",Indoles,3,4,69
"Cell Line, Tumor","Drug Resistance, Neoplasm",3,4,6
Incidence,pathology,3,4,30
genetics,targeted therapy,3,44,6
lung cancer,therapeutic use,3,21,36
Acrylamides,United States Food and Drug Administration,3,70,3
Indoles,United States Food and Drug Administration,3,69,3
Pyrimidines,United States Food and Drug Administration,3,71,3
Cardiotoxicity,prevention & control,3,47,3
Antineoplastic Agents,cardio-oncology,3,36,11
Mitochondria,drug effects,3,3,14
Mitochondria,"Myocytes, Cardiac",3,3,10
Mitochondria,metabolism,3,3,16
Aniline Compounds,Disease Progression,3,69,3
"Carcinoma, Non-Small-Cell Lung",Non–small cell lung cancer,3,59,4
Non–small cell lung cancer,drug therapy,3,4,65
Acrylamides,Non–small cell lung cancer,3,70,4
Aniline Compounds,Non–small cell lung cancer,3,69,4
Erlotinib Hydrochloride,Protein Kinase Inhibitors,3,3,49
"Neoplasm Recurrence, Local",drug therapy,3,6,65
Aniline Compounds,United States Food and Drug Administration,3,69,3
"Disease Models, Animal","Myocytes, Cardiac",3,3,10
adverse effects,toxicity,3,51,4
Adverse Drug Reaction Reporting Systems,"Databases, Factual",3,6,3
ErbB Receptors,Long QT Syndrome,3,53,5
Disease Progression,pathology,3,3,30
Disease Progression,ErbB Receptors,3,3,53
Disease Progression,genetics,3,3,44
Acrylamides,Disease Progression,3,70,3
Adverse Drug Reaction Reporting Systems,diagnosis,3,6,15
Lung Neoplasms,Pharmacovigilance,3,66,8
Heart Diseases,epidemiology,3,9,16
Adverse Drug Reaction Reporting Systems,Heart Diseases,3,6,9
Adverse Drug Reaction Reporting Systems,chemically induced,3,6,26
Antineoplastic Agents,Long QT Syndrome,3,36,5
Lung Neoplasms,Non–small cell lung cancer,3,66,4
Antineoplastic Agents,Non–small cell lung cancer,3,36,4
"EGFR, epidermal growth factor receptor","TKI, tyrosine kinase inhibitor",2,2,3
Erlotinib Hydrochloride,genetics,2,3,44
adverse effects,anticancer drugs,2,51,2
anticancer drugs,chemically induced,2,2,26
"LVEF, left ventricular ejection fraction",Osimertinib,2,2,82
"LVEF, left ventricular ejection fraction","TKI, tyrosine kinase inhibitor",2,2,3
"NSCLC, non–small cell lung cancer",Osimertinib,2,2,82
Cardiotoxicity,"TKI, tyrosine kinase inhibitor",2,47,3
"TKI, tyrosine kinase inhibitor",heart failure,2,3,31
Osimertinib,disproportionality analysis,2,82,3
Osimertinib,network pharmacology,2,82,4
FAERS database,disproportionality analysis,2,2,3
FAERS database,epidermal growth factor receptor,2,2,10
disproportionality analysis,epidermal growth factor receptor,2,3,10
EGFR‐TKI,Mutation,2,2,39
EGFR‐TKI,ErbB Receptors,2,2,53
EGFR‐TKI,Protein Kinase Inhibitors,2,2,49
EGFR‐TKI,Indoles,2,2,69
EGFR‐TKI,Pyrimidines,2,2,71
EGFR‐TKI,drug therapy,2,2,65
EGFR‐TKI,genetics,2,2,44
Acrylamides,EGFR‐TKI,2,70,2
EGFR‐TKI,therapeutic use,2,2,36
EGFR‐TKI,pharmacology,2,2,18
Aniline Compounds,EGFR‐TKI,2,69,2
EGFR‐TKI,Lung Neoplasms,2,2,66
"Disease Models, Animal",Indoles,2,3,69
"Disease Models, Animal",Pyrimidines,2,3,71
EGFR‐TKI,Osimertinib,2,2,82
"Carcinoma, Non-Small-Cell Lung",EGFR‐TKI,2,59,2
Progression-Free Survival,Pyrimidines,2,2,71
Osimertinib,Progression-Free Survival,2,82,2
Acrylamides,Progression-Free Survival,2,70,2
Progression-Free Survival,therapeutic use,2,2,36
Apoptosis,Indoles,2,3,69
Indoles,Tumor Suppressor Protein p53,2,69,2
Apoptosis,pharmacology,2,3,18
pharmacology,toxicity,2,18,4
Tumor Suppressor Protein p53,genetics,2,2,44
Aniline Compounds,Apoptosis,2,69,3
Aniline Compounds,Tumor Suppressor Protein p53,2,69,2
ErbB Receptors,Progression-Free Survival,2,53,2
Lung Neoplasms,Progression-Free Survival,2,66,2
Mutation,Progression-Free Survival,2,39,2
Progression-Free Survival,Protein Kinase Inhibitors,2,2,49
Indoles,Progression-Free Survival,2,69,2
drug therapy,physiopathology,2,65,4
"Databases, Factual",Neoplasms,2,3,3
"Databases, Factual",Heart Diseases,2,3,9
"Databases, Factual",chemically induced,2,3,26
Neoplasms,diagnosis,2,3,15
Apoptosis,metabolism,2,3,16
Tumor Suppressor Protein p53,adverse effects,2,2,51
genetics,toxicity,2,44,4
Long QT Syndrome,genetics,2,5,44
Antineoplastic Agents,Electrocardiography,2,36,3
Electrocardiography,Protein Kinase Inhibitors,2,3,49
Electrocardiography,chemically induced,2,3,26
Electrocardiography,Indoles,2,3,69
Adverse Drug Reaction Reporting Systems,Neoplasms,2,6,3
"Databases, Factual",drug therapy,2,3,65
"Databases, Factual",Pharmacovigilance,2,3,8
"Myocytes, Cardiac",Signal Transduction,2,10,3
Cardiotoxicity,Contractility,2,47,2
"Myocytes, Cardiac",prevention & control,2,10,3
"Myocytes, Cardiac",therapeutic use,2,10,36
drug effects,prevention & control,2,14,3
Heart Diseases,pathology,2,9,30
Heart Diseases,genetics,2,9,44
"Disease Models, Animal",Osimertinib,2,3,82
Incidence,antagonists & inhibitors,2,4,18
Incidence,Tyrosine Kinase Inhibitors,2,4,8
Adverse events,adverse effects,2,5,51
Lung,Protein Kinase Inhibitors,2,3,49
Atrial Fibrillation,Long QT Syndrome,2,3,5
drug therapy,epidermal growth factor receptor,2,65,10
epidermal growth factor receptor,genetics,2,10,44
Acrylamides,epidermal growth factor receptor,2,70,10
QT prolongation,delayed conduction,2,7,2
QT prolongation,ion channel,2,7,2
cardiac electrophysiology,delayed conduction,2,2,2
cardiac electrophysiology,ion channel,2,2,2
Osimertinib,cardiac electrophysiology,2,82,2
delayed conduction,ion channel,2,2,2
Adenocarcinoma,drug therapy,2,6,65
Adenocarcinoma,ErbB Receptors,2,6,53
Aniline Compounds,Contractility,2,69,2
Contractility,adverse effects,2,2,51
Osimertinib,delayed conduction,2,82,2
Osimertinib,ion channel,2,82,2
Aniline Compounds,epidermal growth factor receptor,2,69,10
adverse effects,epidermal growth factor receptor,2,51,10
Lung,genetics,2,3,44
QT prolongation,cardiac electrophysiology,2,7,2
Acrylamides,T790M,2,70,3
Indoles,T790M,2,69,3
Pyrimidines,T790M,2,71,3
Afatinib,genetics,2,7,44
Afatinib,Mutation,2,7,39
Aniline Compounds,T790M,2,69,3
T790M,adverse effects,2,3,51
T790M,drug therapy,2,3,65
chemistry,pharmacology,2,2,18
chemically induced,pharmacology,2,26,18
pharmacology,prevention & control,2,18,3
Signal Transduction,pharmacology,2,3,18
Molecular Docking Simulation,pharmacology,2,2,18
Molecular Docking Simulation,chemistry,2,2,2
Molecular Docking Simulation,drug effects,2,2,14
Protein Kinase Inhibitors,T790M,2,49,3
Lung,therapeutic use,2,3,36
Afatinib,chemically induced,2,7,26
Lung,Lung Neoplasms,2,3,66
lung cancer,pathology,2,21,30
Osimertinib,statistics & numerical data,2,82,2
metabolism,prevention & control,2,16,3
Signal Transduction,metabolism,2,3,16
chemistry,drug effects,2,2,14
Tyrosine kinase inhibitor,adverse effects,2,8,51
Atrial Fibrillation,etiology,2,3,20
diagnosis,therapy,2,15,3
Atrial Fibrillation,Electrocardiography,2,3,3
Torsades de Pointes,diagnosis,2,2,15
Torsades de Pointes,adverse effects,2,2,51
Osimertinib,Torsades de Pointes,2,82,2
Electrocardiography,Osimertinib,2,3,82
Molecular docking,network pharmacology,2,2,4
Long QT Syndrome,heart failure,2,5,31
Indoles,anti-cancer treatment,2,69,2
Pyrimidines,anti-cancer treatment,2,71,2
Protein Kinase Inhibitors,anti-cancer treatment,2,49,2
"Carcinoma, Non-Small-Cell Lung",anti-cancer treatment,2,59,2
Acrylamides,anti-cancer treatment,2,70,2
adverse effects,anti-cancer treatment,2,51,2
drug resistance,metabolism,2,2,16
Osimertinib,Pericardial effusion,2,82,2
ErbB Receptors,cardio-oncology,2,53,11
Antineoplastic Agents,non-small cell lung cancer,2,36,19
drug effects,network pharmacology,2,14,4
Molecular Docking Simulation,network pharmacology,2,2,4
network pharmacology,pharmacology,2,4,18
chemistry,network pharmacology,2,2,4
"Cell Line, Tumor",genetics,2,4,44
Lung Neoplasms,drug resistance,2,66,2
ErbB Receptors,drug resistance,2,53,2
"Cell Line, Tumor",drug resistance,2,4,2
Osimertinib,Ventricular tachycardia,2,82,2
"Carcinoma, Non-Small-Cell Lung",drug resistance,2,59,2
drug resistance,drug therapy,2,2,65
drug resistance,genetics,2,2,44
T790M,genetics,2,3,44
Indoles,epidermal growth factor receptor,2,69,10
genetics,non-small cell lung cancer,2,44,19
Osimertinib,T790M,2,82,3
Acrylamides,drug resistance,2,70,2
Aniline Compounds,drug resistance,2,69,2
Indoles,drug resistance,2,69,2
Pyrimidines,drug resistance,2,71,2
Stroke Volume,drug therapy,2,3,65
Antineoplastic Agents,Stroke Volume,2,36,3
Heart Diseases,physiopathology,2,9,4
Heart Diseases,drug effects,2,9,14
Protein Kinase Inhibitors,Risk Assessment,2,49,4
Protein Kinase Inhibitors,Stroke Volume,2,49,3
Antineoplastic Agents,physiopathology,2,36,4
Pyrimidines,Risk Assessment,2,71,4
Acrylamides,Erlotinib Hydrochloride,2,70,3
adverse effects,statistics & numerical data,2,51,2
Pyrimidines,statistics & numerical data,2,71,2
Aniline Compounds,statistics & numerical data,2,69,2
Indoles,statistics & numerical data,2,69,2
Antineoplastic Agents,statistics & numerical data,2,36,2
Adverse Drug Reaction Reporting Systems,statistics & numerical data,2,6,2
Lung Neoplasms,Stroke Volume,2,66,3
Stroke Volume,"Ventricular Function, Left",2,3,2
Risk Assessment,physiopathology,2,4,4
drug effects,physiopathology,2,14,4
diagnosis,drug effects,2,15,14
"Ventricular Function, Left",chemically induced,2,2,26
diagnosis,physiopathology,2,15,4
Exons,Protein Kinase Inhibitors,2,3,49
Acrylamides,statistics & numerical data,2,70,2
Aniline Compounds,anti-cancer treatment,2,69,2
anti-cancer treatment,etiology,2,2,20
Lung Neoplasms,anti-cancer treatment,2,66,2
anti-cancer treatment,drug therapy,2,2,65
diagnosis,lung cancer,2,15,21
Cardiotoxicity,anti-cancer treatment,2,47,2
T790M,lung cancer,2,3,21
Risk Assessment,drug effects,2,4,14
ErbB Receptors,Stroke Volume,2,53,3
antagonists & inhibitors,metabolism,2,18,16
Acrylamides,Risk Assessment,2,70,4
Acrylamides,"Ventricular Function, Left",2,70,2
Stroke Volume,adverse effects,2,3,51
diagnosis,methods,2,15,4
methods,therapeutic use,2,4,36
Lung Neoplasms,methods,2,66,4
"Cell Line, Tumor",Tyrosine Kinase Inhibitors,2,4,8
Epidermal growth factor receptor-tyrosine kinase inhibitor,lung cancer,2,2,21
Epidermal growth factor receptor-tyrosine kinase inhibitor,Osimertinib,2,2,82
"Drug Resistance, Neoplasm",Tyrosine Kinase Inhibitors,2,6,8
"Cell Line, Tumor",Protein Kinase Inhibitors,2,4,49
"Cell Line, Tumor",lung cancer,2,4,21
Lazertinib,drug therapy,2,4,65
Lazertinib,genetics,2,4,44
Adverse Drug Reaction Reporting Systems,ErbB Receptors,2,6,53
ErbB Receptors,Pharmacovigilance,2,53,8
Adverse Drug Reaction Reporting Systems,antagonists & inhibitors,2,6,18
Pharmacovigilance,antagonists & inhibitors,2,8,18
Tyrosine kinase inhibitor,epidermal growth factor receptor,2,8,10
EGFR mutation,non-small cell lung cancer,2,6,19
Protein Kinase Inhibitors,methods,2,49,4
Osimertinib,methods,2,82,4
Pyrimidines,"Ventricular Function, Left",2,71,2
Protein Kinase Inhibitors,physiopathology,2,49,4
Heart Diseases,metabolism,2,9,16
metabolism,physiopathology,2,16,4
Risk Assessment,metabolism,2,4,16
Pharmacovigilance,statistics & numerical data,2,8,2
Gefitinib,antagonists & inhibitors,2,4,18
Afatinib,antagonists & inhibitors,2,7,18
Osimertinib,Stroke Volume,2,82,3
Indoles,Risk Assessment,2,69,4
Indoles,"Ventricular Function, Left",2,69,2
Risk Assessment,heart failure,2,4,31
"Ventricular Function, Left",heart failure,2,2,31
Osimertinib,physiopathology,2,82,4
Heart Diseases,heart failure,2,9,31
heart failure,physiopathology,2,31,4
Adenocarcinoma,lung cancer,2,6,21
ErbB Receptors,surgery,2,53,2
Recurrence,pathology,2,3,30
Mutation,Tyrosine Kinase Inhibitors,2,39,8
Aniline Compounds,Risk Assessment,2,69,4
Aniline Compounds,"Ventricular Function, Left",2,69,2
Osimertinib,Risk Assessment,2,82,4
Osimertinib,"Ventricular Function, Left",2,82,2
"Neoplasm Recurrence, Local",Neoplasm Staging,2,6,3
"Neoplasm Recurrence, Local",epidemiology,2,6,16
"Neoplasm Recurrence, Local",pathology,2,6,30
Neoplasm Staging,pathology,2,3,30
Lung Neoplasms,surgery,2,66,2
Mutation,surgery,2,39,2
Neoplasm Staging,genetics,2,3,44
Lung Neoplasms,Recurrence,2,66,3
drug therapy,methods,2,65,4
"Carcinoma, Non-Small-Cell Lung",Stroke Volume,2,59,3
Mutation,Stroke Volume,2,39,3
Adverse Drug Reaction Reporting Systems,Drug-Related Side Effects and Adverse Reactions,2,6,3
heart failure,pharmacotherapy,2,31,2
lung cancer,pharmacotherapy,2,21,2
NSCLC,Tyrosine Kinase Inhibitors,2,13,8
"Aged, 80 and over",Republic of Korea,2,17,4
EGFR,Signal Transduction,2,11,3
Piperazines,Pyrimidines,2,2,71
Lung Neoplasms,Piperazines,2,66,2
Piperazines,Protein Kinase Inhibitors,2,2,49
Antineoplastic Agents,Piperazines,2,36,2
Piperazines,chemically induced,2,2,26
Indoles,Piperazines,2,69,2
"Carcinoma, Non-Small-Cell Lung",Piperazines,2,59,2
Aniline Compounds,Piperidines,2,69,2
Acrylamides,Piperidines,2,70,2
"Disease Models, Animal",pharmacology,2,3,18
"Mice, Inbred C57BL","Myocytes, Cardiac",2,2,10
"Mice, Inbred C57BL",pharmacology,2,2,18
heart failure,pharmacology,2,31,18
"Mice, Inbred C57BL",metabolism,2,2,16
"Mice, Inbred C57BL",pathology,2,2,30
Lazertinib,therapeutic use,2,4,36
Aniline Compounds,Lazertinib,2,69,4
Disease Progression,administration & dosage,2,3,9
Indoles,Piperidines,2,69,2
EGFR-TKIs,Osimertinib,2,2,82
Disease Progression,adverse effects,2,3,51
Antineoplastic Combined Chemotherapy Protocols,Disease Progression,2,4,3
Piperidines,Pyrimidines,2,2,71
Heart Diseases,antagonists & inhibitors,2,9,18
"Drug Resistance, Neoplasm",adverse effects,2,6,51
Tyrosine Kinase Inhibitors,genetics,2,8,44
Cardiovascular Diseases,antagonists & inhibitors,2,4,18
Cardiovascular Diseases,Mutation,2,4,39
Indoles,Lazertinib,2,69,4
Acrylamides,Lazertinib,2,70,4
Lazertinib,pharmacology,2,4,18
Hypertension,drug therapy,2,2,65
Cardiovascular Diseases,Hypertension,2,4,2
chemically induced,prevention & control,2,26,3
administration & dosage,etiology,2,9,20
adverse effects,prevention & control,2,51,3
Hypertension,adverse effects,2,2,51
Antineoplastic Agents,prevention & control,2,36,3
Antineoplastic Agents,Hypertension,2,36,2
Adenocarcinoma,epidermal growth factor receptor,2,6,10
Adenocarcinoma,heart failure,2,6,31
Cardiotoxicity,epidermal growth factor receptor,2,47,10
Cardiotoxicity,"Ventricular Function, Left",2,47,2
Tyrosine Kinase Inhibitors,non-small cell lung cancer,2,8,19
Osimertinib,Tyrosine Kinase Inhibitors,2,82,8
Hypertension,chemically induced,2,2,26
etiology,prevention & control,2,20,3
FAERS,United States Food and Drug Administration,2,2,3
Antineoplastic Agents,FAERS,2,36,2
epidermal growth factor receptor,heart failure,2,10,31
epidermal growth factor receptor,lung cancer,2,10,21
Non–small cell lung cancer,genetics,2,4,44
ErbB Receptors,Non–small cell lung cancer,2,53,4
Mutation,Non–small cell lung cancer,2,39,4
Non–small cell lung cancer,Republic of Korea,2,4,4
Piperazines,drug therapy,2,2,65
Aniline Compounds,Piperazines,2,69,2
Protein Kinase Inhibitors,administration & dosage,2,49,9
Aniline Compounds,FAERS,2,69,2
Acrylamides,FAERS,2,70,2
FAERS,Indoles,2,2,69
FAERS,Pyrimidines,2,2,71
FAERS,adverse effects,2,2,51
administration & dosage,targeted therapy,2,9,6
Cardiotoxicity,administration & dosage,2,47,9
Cardiotoxicity,Neoplasms,2,47,3
administration & dosage,cardio-oncology,2,9,11
non-small cell lung cancer,real-world data,2,19,3
ErbB Receptors,United States Food and Drug Administration,2,53,3
United States Food and Drug Administration,antagonists & inhibitors,2,3,18
United States Food and Drug Administration,adverse effects,2,3,51
"Neoplasm Recurrence, Local",adverse effects,2,6,51
antagonists & inhibitors,pharmacokinetics,2,18,2
Antineoplastic Combined Chemotherapy Protocols,antagonists & inhibitors,2,4,18
